15-12a_SD_M2_04.tif,37.25
15-12a_SD_M2_04.tif,377.8
15-12a_SD_M2_04.tif,46.15
15-12a_SD_M2_04.tif,34.82
15-12a_SD_M2_04.tif,391.1
15-12a_SD_M2_04.tif,39.67
15-12a_SD_M2_04.tif,24.29
15-12a_SD_M2_05.tif,370
15-12a_SD_M2_05.tif,36.44
15-12a_SD_M2_05.tif,35.63
15-12a_SD_M2_05.tif,30.77
15-12a_SD_M2_05.tif,344.3
15-12a_SD_M2_05.tif,336.2
15-12a_SD_M2_05.tif,25.91
15-12a_SD_M2_05.tif,25.91
15-12a_SD_M2_05.tif,367.6
15-12a_SD_M2_05.tif,28.34
15-12a_SD_M2_05.tif,456.7
15-12a_SD_M2_05.tif,395.8
15-12a_SD_M2_05.tif,26.72
15-12a_SD_M2_05.tif,25.1
15-12a_SD_M2_05.tif,385
15-12a_SD_M2_05.tif,27.53
15-12a_SD_M3_03.tif,438.5
15-12a_SD_M3_03.tif,28.34
15-12a_SD_M3_03.tif,29.96
15-12a_SD_M3_03.tif,36.44
15-12a_SD_M3_03.tif,48.58
15-12a_SD_M3_03.tif,39.67
15-12a_SD_M3_03.tif,32.39
15-12a_SD_M3_03.tif,457
15-12a_SD_M3_03.tif,27.53
15-12a_SD_M3_03.tif,29.15
15-12a_SD_M3_03.tif,31.58
15-12a_SD_M3_03.tif,40.48
15-12a_SD_M3_03.tif,25.1
15-12a_SD_M3_03.tif,37.25
15-12a_SD_M3_03.tif,22.67
15-12a_SD_M3_03.tif,28.34
15-12a_SD_M3_03.tif,37.25
15-12a_SD_M3_03.tif,29.15
15-12a_SD_M3_03.tif,423.8
15-12a_SD_M3_03.tif,40.48
15-12a_SD_M3_03.tif,31.58
15-12a_SD_M3_03.tif,31.58
15-12a_SD_M3_03.tif,29.96
15-12a_SD_M3_03.tif,34.82
15-12a_SD_M3_03.tif,29.96
15-12a_SD_M3_03.tif,28.34
15-12a_SD_M3_03.tif,35.63
15-12a_SD_M3_03.tif,515.2
15-12a_SD_M3_03.tif,23.48
15-12a_SD_M3_03.tif,23.48
15-12a_SD_M3_03.tif,25.1
15-12a_SD_M3_03.tif,21.05
15-12a_SD_M3_03.tif,31.58
15-12a_SD_M3_03.tif,27.53
15-12a_SD_M3_03.tif,26.72
15-12a_SD_M3_03.tif,29.15
15-12a_SD_M3_03.tif,39.67
15-12a_SD_M3_03.tif,33.2
15-12a_SD_M3_03.tif,29.96
15-12a_SD_M3_03.tif,35.63
15-12a_SD_M3_03.tif,29.96
15-12a_SD_M3_03.tif,346
15-12a_SD_M3_03.tif,33.2
15-12a_SD_M3_03.tif,34.82
15-12a_SD_M3_03.tif,39.67
15-12a_SD_M3_03.tif,36.44
15-12a_SD_M3_04.tif,596.3
15-12a_SD_M3_04.tif,35.63
15-12a_SD_M3_04.tif,24.29
15-12a_SD_M3_04.tif,22.67
15-12a_SD_M3_04.tif,34.82
15-12a_SD_M3_04.tif,526.3
15-12a_SD_M3_04.tif,40.48
15-12a_SD_M3_04.tif,40.48
15-12a_SD_M3_04.tif,26.72
15-12a_SD_M3_04.tif,27.53
15-12a_SD_M3_04.tif,30.77
15-12a_SD_M3_04.tif,23.48
15-12a_SD_M3_04.tif,32.39
15-12a_SD_M3_04.tif,593.9
15-12a_SD_M3_04.tif,25.91
15-12a_SD_M3_04.tif,23.48
15-12a_SD_M3_04.tif,24.29
15-12a_SD_M3_04.tif,35.63
15-12a_SD_M3_04.tif,30.77
15-12a_SD_M3_04.tif,34.82
15-12a_SD_M3_04.tif,29.15
15-12a_SD_M3_04.tif,25.91
15-12a_SD_M3_04.tif,27.53
15-12a_SD_M3_04.tif,19.43
15-12a_SD_M3_04.tif,21.05
15-12a_SD_M3_04.tif,21.86
15-12a_SD_M3_04.tif,34.01
15-12a_SD_M3_04.tif,400.9
15-12a_SD_M3_04.tif,45.34
15-12a_SD_M3_04.tif,36.44
15-12a_SD_M3_04.tif,36.44
15-12a_SD_M3_04.tif,44.53
15-12a_SD_M3_04.tif,23.48
15-12a_SD_M3_04.tif,25.91
15-12a_SD_M3_04.tif,26.72
15-12a_SD_M3_04.tif,26.72
15-12a_SD_M3_04.tif,17
15-12a_SD_M3_08.tif,389.6
15-12a_SD_M3_08.tif,30.77
15-12a_SD_M3_08.tif,37.25
15-12a_SD_M3_08.tif,40.48
15-12a_SD_M3_08.tif,34.01
15-12a_SD_M3_08.tif,36.44
15-12a_SD_M3_08.tif,42.1
15-12a_SD_M3_08.tif,32.39
15-12a_SD_M3_08.tif,21.86
15-12a_SD_M3_08.tif,35.63
15-12a_SD_M3_08.tif,32.39
15-12a_SD_M3_08.tif,395.3
15-12a_SD_M3_08.tif,42.91
15-12a_SD_M3_08.tif,45.34
15-12a_SD_M3_08.tif,38.06
15-12a_SD_M3_08.tif,52.63
15-12a_SD_M3_08.tif,30.77
15-12a_SD_M3_08.tif,402.9
15-12a_SD_M3_08.tif,35.63
15-12a_SD_M3_08.tif,38.06
15-12a_SD_M3_08.tif,47.77
15-12a_SD_M3_08.tif,37.25
15-12a_SD_M3_08.tif,30.77
15-12a_SD_M3_08.tif,37.25
15-12a_SD_M3_08.tif,403.5
15-12a_SD_M3_08.tif,28.34
15-12a_SD_M3_08.tif,37.25
15-12a_SD_M3_08.tif,46.96
15-12a_SD_M3_08.tif,32.39
15-12a_SD_M3_08.tif,23.48
15-12a_SD_M3_08.tif,21.86
15-12a_SD_M3_08.tif,21.05
15-12a_SD_M3_08.tif,30.77
15-12a_SD_M3_08.tif,29.96
15-12a_SD_M3_08.tif,41.29
15-12a_SD_M3_08.tif,29.15
15-12a_SD_M3_08.tif,18.62
15-12a_SD_M3_08.tif,402.5
15-12a_SD_M3_08.tif,21.86
15-12a_SD_M3_08.tif,31.58
15-12a_SD_M3_08.tif,34.01
15-12a_SD_M3_08.tif,21.05
