Label,Area,Mean,StdDev,Min,Max,Perim.,IntDen,Median,%Area,RawIntDen
15-12a_SD_M3_03.tif,3.61E+01,1.14E+02,2.38E+01,5.20E+01,1.82E+02,2.11E+01,4.12E+03,1.17E+02,0.00E+00,1.55E+04
15-12a_SD_M3_03.tif,7.97E+01,1.09E+02,2.85E+01,6.10E+01,2.01E+02,3.16E+01,8.68E+03,1.06E+02,0.00E+00,3.27E+04
15-12a_SD_M3_03.tif,6.06E+01,1.17E+02,4.50E+01,4.70E+01,2.54E+02,2.75E+01,7.10E+03,1.13E+02,0.00E+00,2.67E+04
15-12a_SD_M3_03.tif,4.84E+01,9.01E+01,2.48E+01,5.30E+01,1.79E+02,2.67E+01,4.36E+03,8.50E+01,0.00E+00,1.64E+04
15-12a_SD_M3_03.tif,5.82E+01,1.18E+02,3.40E+01,5.80E+01,1.82E+02,2.92E+01,6.86E+03,1.22E+02,0.00E+00,2.58E+04
15-12a_SD_M3_03.tif,1.25E+02,1.14E+02,3.75E+01,5.40E+01,1.96E+02,3.97E+01,1.42E+04,1.12E+02,0.00E+00,5.36E+04
15-12a_SD_M3_03.tif,8.72E+01,8.68E+01,2.57E+01,3.60E+01,1.59E+02,3.32E+01,7.56E+03,8.30E+01,0.00E+00,2.85E+04
15-12a_SD_M3_03.tif,7.28E+01,8.51E+01,2.49E+01,4.30E+01,1.57E+02,3.00E+01,6.20E+03,7.70E+01,0.00E+00,2.33E+04
15-12a_SD_M3_03.tif,1.02E+02,1.18E+02,2.95E+01,5.20E+01,1.78E+02,3.56E+01,1.20E+04,1.22E+02,0.00E+00,4.51E+04
15-12a_SD_M3_03.tif,7.12E+01,1.07E+02,2.55E+01,4.50E+01,1.79E+02,3.00E+01,7.63E+03,1.12E+02,0.00E+00,2.87E+04
15-12a_SD_M3_03.tif,6.47E+03,1.34E+02,2.38E+01,4.20E+01,2.55E+02,3.46E+02,8.64E+05,1.35E+02,0.00E+00,3.25E+06
15-12a_SD_M3_03.tif,8.34E+01,1.20E+02,2.08E+01,6.20E+01,1.79E+02,3.32E+01,1.00E+04,1.23E+02,0.00E+00,3.78E+04
15-12a_SD_M3_03.tif,8.72E+01,1.20E+02,2.11E+01,7.50E+01,1.70E+02,3.48E+01,1.05E+04,1.21E+02,0.00E+00,3.95E+04
15-12a_SD_M3_03.tif,1.22E+02,1.19E+02,2.62E+01,6.50E+01,2.05E+02,3.97E+01,1.45E+04,1.19E+02,0.00E+00,5.47E+04
15-12a_SD_M3_03.tif,1.04E+02,1.09E+02,2.75E+01,4.20E+01,1.99E+02,3.64E+01,1.13E+04,1.11E+02,0.00E+00,4.25E+04
Label,Area,Mean,StdDev,Min,Max,Perim.,IntDen,Median,%Area,RawIntDen
15-12a_SD_M3_04.tif,1.76E+04,1.29E+02,2.71E+01,3.30E+01,2.55E+02,5.96E+02,2.26E+06,1.28E+02,0.00E+00,8.51E+06
15-12a_SD_M3_04.tif,9.67E+01,7.85E+01,2.18E+01,4.70E+01,1.54E+02,3.56E+01,7.59E+03,7.00E+01,0.00E+00,2.86E+04
15-12a_SD_M3_04.tif,4.57E+01,1.05E+02,3.19E+01,5.40E+01,1.71E+02,2.43E+01,4.82E+03,1.00E+02,0.00E+00,1.81E+04
15-12a_SD_M3_04.tif,4.01E+01,8.78E+01,2.73E+01,5.10E+01,2.10E+02,2.27E+01,3.52E+03,7.90E+01,0.00E+00,1.33E+04
15-12a_SD_M3_04.tif,9.19E+01,9.27E+01,3.29E+01,3.80E+01,1.87E+02,3.48E+01,8.52E+03,8.20E+01,0.00E+00,3.21E+04
15-12a_SD_M3_04.tif,1.35E+04,1.27E+02,2.61E+01,3.30E+01,2.55E+02,5.26E+02,1.71E+06,1.27E+02,0.00E+00,6.44E+06
15-12a_SD_M3_04.tif,1.27E+02,9.45E+01,3.27E+01,4.00E+01,1.94E+02,4.05E+01,1.20E+04,9.20E+01,0.00E+00,4.50E+04
15-12a_SD_M3_04.tif,1.27E+02,9.45E+01,3.08E+01,4.00E+01,1.49E+02,4.05E+01,1.20E+04,9.70E+01,0.00E+00,4.50E+04
15-12a_SD_M3_04.tif,5.69E+01,7.92E+01,2.29E+01,4.10E+01,1.47E+02,2.67E+01,4.50E+03,7.30E+01,0.00E+00,1.70E+04
15-12a_SD_M3_04.tif,5.98E+01,7.66E+01,2.39E+01,4.00E+01,1.44E+02,2.75E+01,4.58E+03,7.10E+01,0.00E+00,1.72E+04
15-12a_SD_M3_04.tif,7.65E+01,8.02E+01,2.98E+01,3.30E+01,1.45E+02,3.08E+01,6.14E+03,8.30E+01,0.00E+00,2.31E+04
15-12a_SD_M3_04.tif,4.41E+01,8.32E+01,2.24E+01,4.30E+01,1.38E+02,2.35E+01,3.67E+03,8.30E+01,0.00E+00,1.38E+04
15-12a_SD_M3_04.tif,8.26E+01,8.36E+01,2.48E+01,4.60E+01,1.64E+02,3.24E+01,6.91E+03,8.20E+01,0.00E+00,2.60E+04
15-12a_SD_M3_04.tif,1.51E+04,1.35E+02,2.81E+01,3.10E+01,2.55E+02,5.94E+02,2.03E+06,1.35E+02,0.00E+00,7.63E+06
15-12a_SD_M3_04.tif,5.29E+01,1.19E+02,3.30E+01,5.10E+01,1.96E+02,2.59E+01,6.31E+03,1.15E+02,0.00E+00,2.38E+04
15-12a_SD_M3_04.tif,4.25E+01,7.77E+01,1.78E+01,5.30E+01,1.45E+02,2.35E+01,3.31E+03,7.40E+01,0.00E+00,1.24E+04
15-12a_SD_M3_04.tif,4.68E+01,9.41E+01,1.95E+01,6.20E+01,1.53E+02,2.43E+01,4.40E+03,8.80E+01,0.00E+00,1.66E+04
15-12a_SD_M3_04.tif,8.08E+01,1.20E+02,2.17E+01,4.90E+01,1.78E+02,3.56E+01,9.69E+03,1.21E+02,0.00E+00,3.65E+04
15-12a_SD_M3_04.tif,6.70E+01,1.02E+02,2.90E+01,5.60E+01,1.71E+02,3.08E+01,6.86E+03,9.30E+01,0.00E+00,2.58E+04
15-12a_SD_M3_04.tif,9.73E+01,1.09E+02,4.03E+01,4.80E+01,2.55E+02,3.48E+01,1.06E+04,1.03E+02,0.00E+00,3.99E+04
15-12a_SD_M3_04.tif,6.59E+01,1.01E+02,2.71E+01,4.50E+01,1.66E+02,2.92E+01,6.63E+03,1.06E+02,0.00E+00,2.50E+04
15-12a_SD_M3_04.tif,5.10E+01,1.26E+02,2.05E+01,6.40E+01,1.59E+02,2.59E+01,6.43E+03,1.29E+02,0.00E+00,2.42E+04
15-12a_SD_M3_04.tif,5.77E+01,1.15E+02,2.29E+01,6.70E+01,1.66E+02,2.75E+01,6.62E+03,1.11E+02,0.00E+00,2.49E+04
15-12a_SD_M3_04.tif,2.84E+01,1.35E+02,2.53E+01,6.90E+01,2.05E+02,1.94E+01,3.84E+03,1.37E+02,0.00E+00,1.45E+04
15-12a_SD_M3_04.tif,3.61E+01,1.20E+02,3.13E+01,6.80E+01,1.96E+02,2.11E+01,4.32E+03,1.12E+02,0.00E+00,1.63E+04
15-12a_SD_M3_04.tif,3.72E+01,1.40E+02,2.63E+01,7.70E+01,1.98E+02,2.19E+01,5.19E+03,1.40E+02,0.00E+00,1.95E+04
15-12a_SD_M3_04.tif,9.06E+01,1.23E+02,2.71E+01,5.90E+01,1.92E+02,3.40E+01,1.12E+04,1.26E+02,0.00E+00,4.21E+04
15-12a_SD_M3_04.tif,9.11E+03,1.41E+02,2.97E+01,2.60E+01,2.55E+02,4.01E+02,1.28E+06,1.41E+02,0.00E+00,4.82E+06
15-12a_SD_M3_04.tif,1.44E+02,1.17E+02,4.42E+01,4.60E+01,2.55E+02,4.53E+01,1.68E+04,1.07E+02,0.00E+00,6.32E+04
15-12a_SD_M3_04.tif,7.39E+01,1.16E+02,4.88E+01,4.50E+01,2.55E+02,3.64E+01,8.59E+03,1.03E+02,0.00E+00,3.23E+04
15-12a_SD_M3_04.tif,1.02E+02,1.09E+02,3.26E+01,4.60E+01,1.93E+02,3.64E+01,1.11E+04,1.05E+02,0.00E+00,4.17E+04
15-12a_SD_M3_04.tif,1.54E+02,1.28E+02,3.29E+01,5.70E+01,2.55E+02,4.45E+01,1.98E+04,1.28E+02,0.00E+00,7.44E+04
15-12a_SD_M3_04.tif,4.25E+01,1.04E+02,2.67E+01,5.90E+01,1.70E+02,2.35E+01,4.44E+03,1.05E+02,0.00E+00,1.67E+04
15-12a_SD_M3_04.tif,5.10E+01,1.04E+02,5.09E+01,4.40E+01,2.55E+02,2.59E+01,5.28E+03,9.10E+01,0.00E+00,1.99E+04
15-12a_SD_M3_04.tif,5.53E+01,1.18E+02,3.53E+01,4.90E+01,2.09E+02,2.67E+01,6.54E+03,1.17E+02,0.00E+00,2.46E+04
15-12a_SD_M3_04.tif,5.31E+01,1.12E+02,3.43E+01,5.20E+01,1.92E+02,2.67E+01,5.93E+03,1.10E+02,0.00E+00,2.23E+04
15-12a_SD_M3_04.tif,2.23E+01,1.01E+02,2.15E+01,6.10E+01,1.52E+02,1.70E+01,2.25E+03,9.50E+01,0.00E+00,8.45E+03
Label,Area,Mean,StdDev,Min,Max,Perim.,IntDen,Median,%Area,RawIntDen
15-12a_SD_M3_08.tif,8.48E+03,1.39E+02,2.61E+01,4.50E+01,2.45E+02,3.90E+02,1.18E+06,1.38E+02,0.00E+00,4.43E+06
15-12a_SD_M3_08.tif,7.79E+01,1.19E+02,3.21E+01,5.80E+01,1.98E+02,3.08E+01,9.28E+03,1.20E+02,0.00E+00,3.49E+04
15-12a_SD_M3_08.tif,1.11E+02,1.27E+02,3.63E+01,5.10E+01,1.99E+02,3.73E+01,1.41E+04,1.26E+02,0.00E+00,5.29E+04
15-12a_SD_M3_08.tif,1.30E+02,1.11E+02,2.69E+01,5.50E+01,1.82E+02,4.05E+01,1.44E+04,1.13E+02,0.00E+00,5.43E+04
15-12a_SD_M3_08.tif,9.14E+01,1.08E+02,2.22E+01,6.60E+01,1.79E+02,3.40E+01,9.85E+03,1.07E+02,0.00E+00,3.71E+04
15-12a_SD_M3_08.tif,1.06E+02,1.18E+02,3.23E+01,5.80E+01,1.89E+02,3.64E+01,1.25E+04,1.20E+02,0.00E+00,4.71E+04
15-12a_SD_M3_08.tif,1.33E+02,1.14E+02,2.81E+01,6.20E+01,1.99E+02,4.21E+01,1.52E+04,1.17E+02,0.00E+00,5.72E+04
15-12a_SD_M3_08.tif,8.40E+01,1.33E+02,3.63E+01,4.90E+01,2.17E+02,3.24E+01,1.12E+04,1.39E+02,0.00E+00,4.20E+04
15-12a_SD_M3_08.tif,3.72E+01,1.27E+02,1.57E+01,7.50E+01,1.61E+02,2.19E+01,4.73E+03,1.29E+02,0.00E+00,1.78E+04
15-12a_SD_M3_08.tif,9.67E+01,1.27E+02,3.27E+01,6.40E+01,2.55E+02,3.56E+01,1.23E+04,1.24E+02,0.00E+00,4.62E+04
15-12a_SD_M3_08.tif,8.26E+01,1.07E+02,2.58E+01,5.30E+01,1.67E+02,3.24E+01,8.87E+03,1.08E+02,0.00E+00,3.34E+04
15-12a_SD_M3_08.tif,8.63E+03,1.44E+02,2.94E+01,3.80E+01,2.55E+02,3.95E+02,1.24E+06,1.45E+02,0.00E+00,4.68E+06
15-12a_SD_M3_08.tif,1.40E+02,1.24E+02,3.08E+01,5.30E+01,2.55E+02,4.29E+01,1.74E+04,1.25E+02,0.00E+00,6.55E+04
15-12a_SD_M3_08.tif,1.61E+02,1.15E+02,3.86E+01,3.80E+01,2.14E+02,4.53E+01,1.85E+04,1.21E+02,0.00E+00,6.97E+04
15-12a_SD_M3_08.tif,1.15E+02,1.10E+02,3.70E+01,4.20E+01,1.97E+02,3.81E+01,1.27E+04,1.05E+02,0.00E+00,4.77E+04
15-12a_SD_M3_08.tif,1.97E+02,1.22E+02,4.56E+01,3.90E+01,2.55E+02,5.26E+01,2.41E+04,1.25E+02,0.00E+00,9.08E+04
15-12a_SD_M3_08.tif,7.33E+01,1.16E+02,3.55E+01,6.10E+01,1.94E+02,3.08E+01,8.49E+03,1.09E+02,0.00E+00,3.19E+04
15-12a_SD_M3_08.tif,8.50E+03,1.52E+02,3.13E+01,2.40E+01,2.55E+02,4.03E+02,1.29E+06,1.51E+02,0.00E+00,4.85E+06
15-12a_SD_M3_08.tif,9.46E+01,1.34E+02,3.57E+01,8.00E+01,2.36E+02,3.56E+01,1.27E+04,1.24E+02,0.00E+00,4.76E+04
15-12a_SD_M3_08.tif,1.14E+02,1.14E+02,3.95E+01,4.60E+01,2.55E+02,3.81E+01,1.30E+04,1.11E+02,0.00E+00,4.91E+04
15-12a_SD_M3_08.tif,1.75E+02,1.37E+02,4.44E+01,4.60E+01,2.55E+02,4.78E+01,2.40E+04,1.41E+02,0.00E+00,9.05E+04
15-12a_SD_M3_08.tif,1.11E+02,1.28E+02,4.22E+01,5.20E+01,2.31E+02,3.73E+01,1.41E+04,1.15E+02,0.00E+00,5.31E+04
15-12a_SD_M3_08.tif,7.65E+01,1.41E+02,3.50E+01,6.90E+01,2.13E+02,3.08E+01,1.08E+04,1.43E+02,0.00E+00,4.05E+04
15-12a_SD_M3_08.tif,1.11E+02,1.43E+02,3.50E+01,6.50E+01,2.17E+02,3.73E+01,1.58E+04,1.48E+02,0.00E+00,5.95E+04
15-12a_SD_M3_08.tif,1.07E+04,1.54E+02,3.43E+01,4.50E+01,2.55E+02,4.04E+02,1.66E+06,1.55E+02,0.00E+00,6.23E+06
15-12a_SD_M3_08.tif,5.85E+01,1.23E+02,3.42E+01,6.40E+01,2.15E+02,2.83E+01,7.18E+03,1.14E+02,0.00E+00,2.70E+04
15-12a_SD_M3_08.tif,9.46E+01,1.07E+02,2.99E+01,4.50E+01,2.55E+02,3.73E+01,1.01E+04,1.02E+02,0.00E+00,3.80E+04
15-12a_SD_M3_08.tif,1.46E+02,1.45E+02,3.07E+01,6.40E+01,2.25E+02,4.70E+01,2.12E+04,1.40E+02,0.00E+00,7.98E+04
15-12a_SD_M3_08.tif,7.95E+01,1.36E+02,2.51E+01,7.40E+01,2.15E+02,3.24E+01,1.08E+04,1.32E+02,0.00E+00,4.06E+04
15-12a_SD_M3_08.tif,4.25E+01,1.31E+02,3.29E+01,6.50E+01,1.98E+02,2.35E+01,5.57E+03,1.33E+02,0.00E+00,2.10E+04
15-12a_SD_M3_08.tif,3.88E+01,1.43E+02,2.81E+01,6.80E+01,2.07E+02,2.19E+01,5.56E+03,1.47E+02,0.00E+00,2.09E+04
15-12a_SD_M3_08.tif,3.22E+01,1.19E+02,2.49E+01,6.40E+01,1.67E+02,2.11E+01,3.81E+03,1.23E+02,0.00E+00,1.43E+04
15-12a_SD_M3_08.tif,6.30E+01,7.64E+01,4.12E+01,3.00E+01,2.55E+02,3.08E+01,4.81E+03,7.00E+01,0.00E+00,1.81E+04
15-12a_SD_M3_08.tif,7.02E+01,9.40E+01,2.12E+01,5.80E+01,1.57E+02,3.00E+01,6.59E+03,9.00E+01,0.00E+00,2.48E+04
15-12a_SD_M3_08.tif,1.29E+02,1.12E+02,3.32E+01,4.80E+01,2.55E+02,4.13E+01,1.44E+04,1.12E+02,0.00E+00,5.41E+04
15-12a_SD_M3_08.tif,6.78E+01,1.20E+02,3.56E+01,7.20E+01,2.09E+02,2.92E+01,8.10E+03,1.13E+02,0.00E+00,3.05E+04
15-12a_SD_M3_08.tif,2.71E+01,9.91E+01,1.09E+01,8.00E+01,1.25E+02,1.86E+01,2.69E+03,9.70E+01,0.00E+00,1.01E+04
15-12a_SD_M3_08.tif,8.94E+03,1.48E+02,2.98E+01,4.10E+01,2.55E+02,4.03E+02,1.32E+06,1.47E+02,0.00E+00,4.97E+06
15-12a_SD_M3_08.tif,3.72E+01,1.20E+02,3.45E+01,6.20E+01,2.08E+02,2.19E+01,4.48E+03,1.10E+02,0.00E+00,1.69E+04
15-12a_SD_M3_08.tif,7.76E+01,1.30E+02,3.00E+01,7.10E+01,1.98E+02,3.16E+01,1.01E+04,1.28E+02,0.00E+00,3.81E+04
15-12a_SD_M3_08.tif,8.64E+01,1.14E+02,4.68E+01,5.30E+01,2.12E+02,3.40E+01,9.87E+03,9.30E+01,0.00E+00,3.71E+04
15-12a_SD_M3_08.tif,3.22E+01,1.31E+02,3.83E+01,7.90E+01,2.09E+02,2.11E+01,4.20E+03,1.15E+02,0.00E+00,1.58E+04
